Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
MinimaxAgent|DirectionalGhost|layouts/gen_small/small7_spatial.lay|1677.0|1677.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small7_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|92.0|0.41898179054260254
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium10_spatial.lay|-772.0|-772.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|26.608492612838745
MCTSAgent|DirectionalGhost|layouts/gen_large/large12_spatial.lay|1533.5|1878.0, 1189.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|876.0|653.9981076717377
MinimaxAgent|DirectionalGhost|layouts/gen_small/small1_spatial.lay|330.0|330.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|69.0|0.4364769458770752
MinimaxAgent|DirectionalGhost|layouts/gen_large/large11_spatial.lay|65.0|65.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|64.0|68.98839068412781
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium23_spatial.lay|-622.0|-622.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|191.0|25.50442147254944
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large9_spatial.lay|673.0|673.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|117.0|44.86334824562073
MCTSAgent|RandomGhost|layouts/gen_medium/medium28_spatial.lay|59.5|9.0, 110.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|55.5|59.81316113471985
MCTSAgent|DirectionalGhost|layouts/gen_large/large17_spatial.lay|1466.5|2052.0, 881.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|628.0|659.9838485717773
MinimaxAgent|DirectionalGhost|layouts/gen_small/small9_spatial.lay|611.0|611.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small9_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|88.0|1.202096939086914
MinimaxAgent|DirectionalGhost|layouts/gen_large/large12_spatial.lay|940.0|940.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|199.0|4.320870876312256
MCTSAgent|RandomGhost|layouts/gen_medium/medium15_spatial.lay|1887.0|2080.0, 1694.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|202.0|127.1585111618042
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium22_spatial.lay|-409.5|-426.0, -393.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|14.0|10.537163734436035
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small26_spatial.lay|275.0|275.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small26_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|94.0|1.0678410530090332
ExpectimaxAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|-302.0|-302.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1441.0|30.43216061592102
MinimaxAgent|RandomGhost|layouts/gen_medium/medium15_spatial.lay|91.0|91.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|729.0|143.994633436203
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium25_spatial.lay|186.0|-416.0, 788.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|103.0|91.84469270706177
MCTSAgent|DirectionalGhost|layouts/gen_small/small1_spatial.lay|608.0|1126.0, 90.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|141.0|78.44297647476196
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium15_spatial.lay|1103.0|1554.0, 652.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|361.5|209.92258095741272
MinimaxAgent|RandomGhost|layouts/gen_medium/medium20_spatial.lay|-389.0|-389.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium20_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|458.0|7.435872793197632
MinimaxAgent|RandomGhost|layouts/gen_small/small25_spatial.lay|1369.0|1369.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small25_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|90.0|0.4388256072998047
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small24_spatial.lay|-215.0|-215.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small24_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|45.0|0.8376791477203369
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small17_spatial.lay|-27.0|-27.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small17_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|16.0|0.05754494667053223
MCTSAgent|RandomGhost|layouts/gen_small/small22_spatial.lay|1579.5|1706.0, 1453.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|79.5|51.70545029640198
MCTSAgent|DirectionalGhost|layouts/gen_large/large1_spatial.lay|836.0|1894.0, -222.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|173.5|159.65221095085144
MinimaxAgent|RandomGhost|layouts/gen_large/large16_spatial.lay|-461.0|-461.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1260.0|673.1103579998016
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium13_spatial.lay|-972.0|-972.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium13_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|22.7430317401886
MinimaxAgent|RandomGhost|layouts/gen_medium/medium1_spatial.lay|-385.0|-385.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|994.0|537.0567674636841
MCTSAgent|RandomGhost|layouts/gen_small/small25_spatial.lay|634.0|525.0, 743.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small25_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|65.5|45.20169162750244
ExpectimaxAgent|RandomGhost|layouts/gen_small/small7_spatial.lay|-31.0|-31.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small7_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|791.0|65.51810050010681
MCTSAgent|DirectionalGhost|layouts/gen_large/large10_spatial.lay|1650.5|2173.0, 1128.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|1238.5|839.6982629299164
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large6_spatial.lay|569.0|569.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large6_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|91.0|1.5647499561309814
MCTSAgent|DirectionalGhost|layouts/gen_large/large19_spatial.lay|1564.5|1582.0, 1547.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large19_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|360.0|421.3475646972656
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium21_spatial.lay|897.0|830.0, 964.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium21_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|172.5|161.86727476119995
MCTSAgent|RandomGhost|layouts/gen_small/small16_spatial.lay|24.5|515.0, -466.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small16_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|90.0|61.038984298706055
MinimaxAgent|RandomGhost|layouts/gen_large/large3_spatial.lay|48.0|48.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large3_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|998.7157933712006
MCTSAgent|RandomGhost|layouts/gen_large/large13_spatial.lay|2360.0|1968.0, 2752.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large13_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|1039.5|1144.894517660141
MCTSAgent|RandomGhost|layouts/gen_small/small26_spatial.lay|728.0|-101.0, 1557.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small26_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|71.5|33.49929070472717
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium14_spatial.lay|-68.0|-324.0, 188.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|63.0|46.59710693359375
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium12_spatial.lay|-55.0|-55.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium12_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|1125.0|5.4787702560424805
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|-361.0|-361.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|20.0|4.608480930328369
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large10_spatial.lay|2375.0|2375.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|284.0|119.71477675437927
MCTSAgent|DirectionalGhost|layouts/gen_large/large14_spatial.lay|-430.0|-420.0, -440.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large14_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|10.0|13.573897361755371
ExpectimaxAgent|RandomGhost|layouts/gen_small/small13_spatial.lay|-526.0|-526.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small13_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|45.0|3.001199960708618
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small20_spatial.lay|309.0|309.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|110.0|0.7547426223754883
MCTSAgent|RandomGhost|layouts/gen_small/small21_spatial.lay|898.0|1509.0, 287.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|81.5|46.943217754364014
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small15_spatial.lay|4.0|4.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|16.0|1.6453313827514648
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium8_spatial.lay|-483.0|-483.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|12.0|8.38448429107666
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium29_spatial.lay|519.0|519.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium29_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|250.0|3.8124306201934814
MinimaxAgent|RandomGhost|layouts/gen_large/large0_spatial.lay|1618.0|1618.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large0_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|2143.791971921921
MCTSAgent|RandomGhost|layouts/gen_small/small20_spatial.lay|1061.0|1459.0, 663.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|108.5|65.26126003265381
MCTSAgent|RandomGhost|layouts/gen_large/large11_spatial.lay|1860.0|1708.0, 2012.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|265.0|334.40231442451477
MinimaxAgent|RandomGhost|layouts/gen_small/small20_spatial.lay|344.0|344.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|66.0|6.361899137496948
MCTSAgent|RandomGhost|layouts/gen_large/large3_spatial.lay|3074.5|3081.0, 3068.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large3_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|444.5|368.15272855758667
MCTSAgent|RandomGhost|layouts/gen_small/small16_spatial.lay|1332.0|1420.0, 1244.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small16_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|77.0|41.214115381240845
MCTSAgent|RandomGhost|layouts/gen_medium/medium22_spatial.lay|1398.5|1579.0, 1218.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|620.5|376.1036334037781
MinimaxAgent|RandomGhost|layouts/gen_large/large0_spatial.lay|-162.0|-162.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large0_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|37.83183217048645
MCTSAgent|DirectionalGhost|layouts/gen_small/small18_spatial.lay|-62.5|134.0, -259.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small18_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|77.0|65.64858984947205
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium26_spatial.lay|-1192.0|-1192.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|17.670894861221313
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium0_spatial.lay|892.0|1190.0, 594.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|112.5|106.56609892845154
MCTSAgent|DirectionalGhost|layouts/gen_small/small15_spatial.lay|83.0|-37.0, 203.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|57.0|32.26929974555969
MinimaxAgent|RandomGhost|layouts/gen_medium/medium18_spatial.lay|162.0|162.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium18_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|597.0|189.4356861114502
MinimaxAgent|RandomGhost|layouts/gen_medium/medium4_spatial.lay|-432.0|-432.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium4_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|651.0|7.140673637390137
MinimaxAgent|RandomGhost|layouts/gen_small/small13_spatial.lay|-305.0|-305.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small13_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|25.0|0.08158206939697266
