Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium1_spatial.lay|-652.0|-652.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|26.387768745422363
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small29_spatial.lay|383.0|383.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small29_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|46.0|7.226715326309204
MCTSAgent|DirectionalGhost|layouts/gen_large/large11_spatial.lay|-169.0|-455.0, 117.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|19.0|35.156389236450195
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium17_spatial.lay|487.0|487.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium17_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|92.0|0.9357879161834717
MCTSAgent|RandomGhost|layouts/gen_small/small14_spatial.lay|1258.0|546.0, 1970.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small14_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|106.5|76.18819308280945
MinimaxAgent|DirectionalGhost|layouts/gen_small/small15_spatial.lay|-244.0|-244.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|73.0|0.2490537166595459
MCTSAgent|DirectionalGhost|layouts/gen_large/large6_spatial.lay|912.0|1598.0, 226.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large6_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|237.5|204.4858250617981
MCTSAgent|DirectionalGhost|layouts/gen_small/small22_spatial.lay|-350.0|-458.0, -242.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|64.0|49.132169008255005
ExpectimaxAgent|RandomGhost|layouts/gen_small/small15_spatial.lay|-106.0|-106.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|115.0|7.65005087852478
MCTSAgent|RandomGhost|layouts/gen_small/small29_spatial.lay|1311.0|1408.0, 1214.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small29_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|98.0|56.22048807144165
MCTSAgent|RandomGhost|layouts/gen_small/small6_spatial.lay|551.0|34.0, 1068.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|123.5|64.33998250961304
MCTSAgent|RandomGhost|layouts/gen_medium/medium4_spatial.lay|304.5|-197.0, 806.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium4_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|100.0|96.5556390285492
MinimaxAgent|RandomGhost|layouts/gen_small/small22_spatial.lay|-212.0|-212.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|92.0|0.3575246334075928
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium27_spatial.lay|-420.0|-420.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|10.0|13.276901245117188
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium9_spatial.lay|566.0|585.0, 547.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium9_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|253.5|147.35628151893616
MCTSAgent|RandomGhost|layouts/gen_medium/medium27_spatial.lay|2306.0|2017.0, 2595.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|283.0|258.0379858016968
MinimaxAgent|RandomGhost|layouts/gen_small/small1_spatial.lay|246.0|246.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|53.0|3.6121132373809814
MCTSAgent|RandomGhost|layouts/gen_small/small4_spatial.lay|1212.0|1398.0, 1026.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small4_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|117.0|58.24579453468323
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium5_spatial.lay|1586.0|1586.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium5_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|273.0|3.2014896869659424
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium27_spatial.lay|441.5|-94.0, 977.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|103.5|73.73828125
MinimaxAgent|RandomGhost|layouts/gen_medium/medium26_spatial.lay|-1228.0|-1228.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|937.0|252.61356496810913
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|-330.0|-330.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|19.0|5.123544216156006
MinimaxAgent|RandomGhost|layouts/gen_medium/medium25_spatial.lay|148.0|148.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|692.0|226.73649096488953
MCTSAgent|RandomGhost|layouts/gen_medium/medium25_spatial.lay|740.0|624.0, 856.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|150.0|137.88014125823975
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium18_spatial.lay|854.0|854.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium18_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|65.0|17.821126461029053
ExpectimaxAgent|RandomGhost|layouts/gen_small/small20_spatial.lay|22.0|22.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|337.0|1.989116907119751
MCTSAgent|RandomGhost|layouts/gen_small/small5_spatial.lay|572.5|329.0, 816.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|152.0|106.67494535446167
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium22_spatial.lay|568.0|744.0, 392.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|471.5|265.69237875938416
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium25_spatial.lay|-339.0|-339.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|18.0|10.486122131347656
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium29_spatial.lay|1266.0|1266.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium29_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|83.0|16.856985807418823
MinimaxAgent|DirectionalGhost|layouts/gen_small/small12_spatial.lay|-473.0|-473.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|3.0|0.023052453994750977
MCTSAgent|DirectionalGhost|layouts/gen_small/small5_spatial.lay|52.0|95.0, 9.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|52.5|45.434465646743774
MCTSAgent|RandomGhost|layouts/gen_medium/medium14_spatial.lay|1844.5|1816.0, 1873.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|254.5|159.01714158058167
MinimaxAgent|RandomGhost|layouts/gen_large/large10_spatial.lay|938.0|938.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1081.4779088497162
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large13_spatial.lay|424.0|424.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large13_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|105.0|59.25664281845093
MCTSAgent|RandomGhost|layouts/gen_medium/medium3_spatial.lay|2089.0|2094.0, 2084.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium3_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|210.0|179.53967118263245
ExpectimaxAgent|RandomGhost|layouts/gen_large/large18_spatial.lay|438.0|438.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large18_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1586.5983626842499
ExpectimaxAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|-72.0|-72.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1217.9165086746216
MCTSAgent|DirectionalGhost|layouts/gen_small/small12_spatial.lay|176.0|426.0, -74.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|48.5|23.907355785369873
MCTSAgent|RandomGhost|layouts/gen_small/small7_spatial.lay|1287.0|1089.0, 1485.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small7_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|82.0|42.28269672393799
MCTSAgent|DirectionalGhost|layouts/gen_large/large5_spatial.lay|1729.5|691.0, 2768.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large5_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|680.0|479.19292974472046
MinimaxAgent|DirectionalGhost|layouts/gen_small/small8_spatial.lay|325.0|325.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small8_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|54.0|5.654479265213013
MinimaxAgent|DirectionalGhost|layouts/gen_small/small25_spatial.lay|729.0|729.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small25_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|80.0|1.788883924484253
MCTSAgent|RandomGhost|layouts/gen_small/small15_spatial.lay|860.5|2197.0, -476.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|119.0|81.13740372657776
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small19_spatial.lay|4.0|4.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|15.0|2.336540460586548
ExpectimaxAgent|RandomGhost|layouts/gen_small/small10_spatial.lay|1030.0|1030.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|219.0|1.333808183670044
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium3_spatial.lay|821.0|821.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium3_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|169.0|0.9506206512451172
MCTSAgent|RandomGhost|layouts/gen_small/small6_spatial.lay|758.5|1056.0, 461.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|51.5|39.70686221122742
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium25_spatial.lay|-331.0|-331.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|21.0|11.835241317749023
MCTSAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|2943.0|2445.0, 3441.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|546.0|676.3571963310242
MCTSAgent|DirectionalGhost|layouts/gen_large/large15_spatial.lay|1410.5|1059.0, 1762.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large15_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|258.5|346.99945068359375
MinimaxAgent|RandomGhost|layouts/gen_small/small2_spatial.lay|1131.0|1131.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small2_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|138.0|5.743428468704224
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium4_spatial.lay|-436.5|-427.0, -446.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium4_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|16.5|13.172854900360107
MCTSAgent|DirectionalGhost|layouts/gen_large/large2_spatial.lay|799.5|2038.0, -439.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large2_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|405.0|430.3292782306671
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium1_spatial.lay|1040.5|720.0, 1361.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|319.0|193.73694252967834
MCTSAgent|RandomGhost|layouts/gen_large/large8_spatial.lay|3443.5|3076.0, 3811.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large8_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|596.0|767.5630843639374
MCTSAgent|RandomGhost|layouts/gen_large/large7_spatial.lay|3295.0|3193.0, 3397.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large7_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|484.0|395.22908091545105
MinimaxAgent|RandomGhost|layouts/gen_small/small15_spatial.lay|-199.0|-199.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|168.0|11.653377532958984
ExpectimaxAgent|RandomGhost|layouts/gen_large/large18_spatial.lay|368.0|368.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large18_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|37.60242176055908
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium18_spatial.lay|699.0|699.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium18_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|481.0|124.45814394950867
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large14_spatial.lay|195.0|195.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large14_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|84.0|112.89090085029602
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium29_spatial.lay|-410.0|-410.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium29_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|9.0|4.225803852081299
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium1_spatial.lay|468.0|468.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|262.0|3.6015548706054688
ExpectimaxAgent|RandomGhost|layouts/gen_small/small16_spatial.lay|-648.0|-648.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small16_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|517.0|4.2710654735565186
MinimaxAgent|RandomGhost|layouts/gen_medium/medium16_spatial.lay|-802.0|-802.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium16_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|24.47230839729309
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small4_spatial.lay|281.0|281.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small4_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|438.0|2.3230481147766113
ExpectimaxAgent|RandomGhost|layouts/gen_small/small0_spatial.lay|1008.0|1008.0|1.0|Win|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small0_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|801.0|393.02538776397705
MCTSAgent|RandomGhost|layouts/gen_small/small13_spatial.lay|500.5|1238.0, -237.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small13_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|54.5|35.74612021446228
MCTSAgent|RandomGhost|layouts/gen_medium/medium16_spatial.lay|2435.0|2594.0, 2276.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium16_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|274.0|218.61431574821472
MinimaxAgent|RandomGhost|layouts/gen_medium/medium29_spatial.lay|-582.0|-582.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium29_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|20.106834411621094
MCTSAgent|RandomGhost|layouts/gen_medium/medium9_spatial.lay|1848.5|1713.0, 1984.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium9_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|260.5|149.1188623905182
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|495.0|495.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|274.0|2.9710681438446045
MinimaxAgent|RandomGhost|layouts/gen_small/small5_spatial.lay|-205.0|-205.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|134.0|0.5311286449432373
MCTSAgent|DirectionalGhost|layouts/gen_large/large10_spatial.lay|147.0|736.0, -442.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|93.0|121.12455177307129
ExpectimaxAgent|RandomGhost|layouts/gen_small/small22_spatial.lay|2292.0|2292.0|1.0|Win|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|67.0|3.33917236328125
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small20_spatial.lay|481.0|481.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|28.0|3.1195926666259766
